id_inventaris,jenis_inventaris,Nama,no_registrasi,tahun_perolehan,nilai_aset,luas,status,alamat,kelurahan_id,kecamatan_id,kondisi,jenis_bangunan,jenis_konstruksi,skpd_id,master_barang_id,kode_gedung
841010CR,C,Nilai perolehan CQ satu anggaran dengan nilai perolehan CL,58,2020,67172457,21.5,PEMDA,"Jl. Asahan Gg. 5, Tanjungsari, Kec. Sukorejo, Kota Blitar, Jawa Timur 67122",5,3,B,TTK,BBTN,841,1001,CR
2121CS,C,Pembuatan Anjang-Anjang Kedondong,11,2015,38200000,26,PEMDA,"Jl. Kedondong, Turi, Kec. Sukorejo, Kota Blitar, Jawa Timur 67126",7,1,B,TTK,BBTN,841,1003,CS
2013CT,C,Pembuatan Anjang-Anjang Jl Sultan Agung,11,2015,57300000,70.35,PEMDA,"Jl. Sultan Agung, Sananwetan, Kec. Sananwetan, Kota Blitar, Jawa Timur 66137",21,1,B,TTK,BBTN,841,1001,CT
1842CU,C,Rumah Kompos di SMKN 1,2,2014,38115000,21.42,PEMDA,"Jl. Kenari No.30, Plosokerep, Kec. Sananwetan, Kota Blitar, Jawa Timur 66134",19,1,B,TTK,BTN,841,1013,CU
1786CV,C,Green House di SMK 1,5,2013,14850000,22.75,PEMDA,"Jl. Kenari No.30, Plosokerep, Kec. Sananwetan, Kota Blitar, Jawa Timur 66134",19,1,B,TTK,BTN,841,1003,CV
1844CW,C,Bank Sampah di Karangsari,3,2014,33377725,99.75,PEMDA,"Jl. Jeruk, Karangsari, Kec. Sukorejo, Kota Blitar, Jawa Timur 67125",2,3,B,TTK,BTN,841,1013,CW
2119CX,C,Green House di Mtsn Kepanjenkidul,1,2013,9950000,22.05,PEMDA,"Jl. Sebatik, Bendo, Kec. Kepanjenkidul, Kota Blitar, Jawa Timur 66116",8,2,B,TTK,BTN,841,8627,CX
1259CY,C,Limbah Tahu-Dll,3,2004,339600000,0,PEMDA,"Blitar, Pakunden, Kec. Sukorejo, Kota Blitar, Jawa Timur 67122",3,3,RB,TTK,BTN,841,1010,CY
1259CZ,C,Tanggul TPA Dimoro,3,2004,50040000,7663.2,PEMDA,"Blitar, Tanjungsari, Kec. Sukorejo, Kota Blitar, Jawa Timur 66121",5,3,B,TTK,BTN,841,1010,CZ
2490DA,C,"perencanaan,Pembangunan rumah kompos TPST di Kelurahan Blitar sts 4.705.750,35",46,2019,244030833,120.6,PEMDA,"Blitar, Kec. Sukorejo, Kota Blitar, Jawa Timur",1,3,B,TTK,BTN,841,1001,DA
2549DB,C,"Perencanaan,pengawasan,pembangunan taman vertikal garden di jl. sumatera",48,2019,197728487,1118.55,PEMDA,"Jl. Sumatra, Sananwetan, Kec. Sananwetan, Kota Blitar, Jawa Timur 66137",21,1,B,TTK,BBTN,841,1001,DB
1684DC,C,Sanitren Kel. Gedog,2,2011,445940500,208.55,PEMDA," Gedog, Kota Blitar, Jawa Timur",16,1,RR,TTK,BTN,841,1031,DC
1861DD,C,Pembuatan Pagar Kebonrojo,5,2014,108721000,114,PEMDA,"Jl. Kb. Rojo, Bendogerit, Kec. Sananwetan, Kota Blitar, Jawa Timur 66133",15,1,B,TTK,BTN,841,1031,DD
2139DE,C,Paseban / Tempat Upacara Alon-2,19,2006,633194000,1376.6,PEMDA,"Jl. Semeru, Kepanjen Lor, Kec. Kepanjenkidul, Kota Blitar, Jawa Timur 66117",11,2,B,TTK,BTN,841,1001,DE
2139DF,C,Bangunan Jogging Track,19,2014,199500000,718.09,PEMDA,"Jl. Dr. Ismail, Bendogerit, Kec. Sananwetan, Kota Blitar, Jawa Timur 66133",15,1,B,TTK,BTN,841,1001,DF
1809DG,C,Jalan Setapak Kebunrojo,4,2013,141000000,341.97,PEMDA,"Blitar, Bendogerit, Kec. Sananwetan, Kota Blitar, Jawa Timur 66133",15,1,B,TTK,BTN,841,1031,DG
1267DH,C,Pembuatan Taman Kota,1,2009,179933700,110.72,PEMDA,"Jl. Merdeka 42-32, Kepanjen Lor, Kec. Kepanjenkidul, Kota Blitar, Jawa Timur 66117",11,2,B,TTK,BTN,841,1013,DH
1267DI,C,Taman,1,2010,146614350,90,PEMDA,"Jl. Merdeka 44, Kepanjen Lor, Kec. Kepanjenkidul, Kota Blitar, Jawa Timur 66117",11,2,B,TTK,BTN,841,1013,DI
1267DJ,C,Pembuatan Panggung Stadion,1,2008,91000000,106.08,PEMDA,"Blitar, Kepanjen Lor, Kec. Kepanjenkidul, Kota Blitar, Jawa Timur 66117",11,2,B,TTK,BTN,841,1013,DJ
1267DK,C,Gedung Olah Raga / Stadion,1,2007,1631370000,1400.1,PEMDA,"Kios Stadion Supriyadi No.24, Kepanjen Lor, Kec. Kepanjenkidul, Kabupaten Blitar, Jawa Timur 66117",11,2,B,TTK,BTN,841,1013,DK
1267DL,C,Stadion Supriyadi,1,2006,2582630000,304.77,PEMDA,"Kepanjen Lor, Kec. Kepanjenkidul, Kota Blitar, Jawa Timur",11,2,B,TTK,BTN,841,1013,DL
1267DM,C,Penambahan Kelengkapan Sarana Stadion,1,2008,219750000,479.5,PEMDA,"Jl. Dr. Wahidin No.56, Kepanjen Lor, Kec. Kepanjenkidul, Kota Blitar, Jawa Timur 66117",11,2,B,TTK,BTN,841,1013,DM
1267DN,C,Pengadaan Kontruksi Pagar Stadion Soepriadi Kota Blitar,1,2011,172309400,527.3,PEMDA,"Blitar, Kepanjen Lor, Kec. Kepanjenkidul, Kota Blitar, Jawa Timur 66117",11,2,B,TTK,BBTN,841,1013,DN
1261DO,C,Sarana Prasarana Aloon-Aloon,2,2004,460204426,13954.34,PEMDA,"Jl. Merapi 6-2, Kepanjen Lor, Kec. Kepanjenkidul, Kota Blitar, Jawa Timur 66117",11,2,B,TTK,BBTN,841,1028,DO
1261DP,C,"Taman/Areal Parkir/Lapangan (Perencanaan,Pembongkaran Perbaikan Tugu Kebonrojo,Pengawasan) Ta 2016",2,2016,178257000,24.3,PEMDA,"Blitar, Bendogerit, Kec. Sananwetan, Kota Blitar, Jawa Timur 66133",15,1,B,TTK,BBTN,841,1028,DP
2065DQ,C,Kandang Hewan Taman Kebonrojo,12,2016,199283000,60.42,PEMDA,"Blitar, Bendogerit, Kec. Sananwetan, Kota Blitar, Jawa Timur 66133",15,1,B,TTK,BBTN,841,1001,DQ
1884A,C,Gedung KPT Jl. Jaw,1,2014,2115050000,1317.78,PEMDA,"Jl. Jawa No.64b, Sananwetan, Kec. Sananwetan, Kota Blitar, Jawa Timur 66117",21,1,B,BTK,BTN,908,1003,A
1934B,C,Kantor Bersama,2,2015,197500000,263.34,PEMDA,"Jl. Jawa No.64b, Sananwetan, Kec. Sananwetan, Kota Blitar, Jawa Timur 66117",21,1,B,BTK,BTN,908,1001,B
1987C,C,Tempat Parkir Kantor Jl. Jawa,1,2015,229968000,180.9,PEMDA,"Jl. Jawa No.64b, Sananwetan, Kec. Sananwetan, Kota Blitar, Jawa Timur 66117",21,1,B,TTK,BTN,908,8627,C
1987D,C,Pagar gedung kantor Pelayanan Bersama,1,0,0,0,-,-,0,0,-,-,-,841,8627,D
1987E,C,Pembangunan Pos Jaga Gedung Kantor Pelayanan Bersama Kota Blitar,1,0,0,0,-,-,0,0,-,-,-,841,8627,E
877672A,C,Pembangunan Gapura Batas Kota di.Kel. Ngadirejo,1,2020,245133000,9,PEMDA,"Jl. Merdeka Desa Gledug, Jeding, Kec. Sanankulon, Kabupaten Blitar, Jawa Timur 66151",12,2,B,TTK,BTN,839,1043,A
2128B,C,Bangunan gedung PABBSI,3,2016,1054027000,332.48,PEMDA,"Bendo, Kec. Kepanjenkidul, Kota Blitar, Jawa Timur 66116",8,2,B,BTK,BTN,839,1019,B
1365C,C,Tembok Panahan Jl.Ki Ageng Sentono,1,1990,72150000,149.9,PEMDA,"Jl. Ki Ageng Sentono, kel. Kepanjenlor",11,2,B,TTK,BTN,839,1030,C
2235D,C,Pembangunan kios sebelah barat stadion supriyadi,1,2017,149515000,411,PEMDA,"Kepanjen Lor, Kec. Kepanjenkidul, Kota Blitar, Jawa Timur 66117",11,2,B,TTK,BTN,839,1018,D
2225E,C,Kolam renang rumah dinas wakil walikota,4,2017,204920,31.734,PEMDA,"Bendogerit, Kec. Sananwetan, Kota Blitar, Jawa Timur",15,1,B,TTK,BTN,839,1019,E
2118F,C,Lapangan sepak bola LK.Ngegong,2,2016,219689000,13693.05,PEMDA,"Gedog, Kec. Sananwetan, Kota Blitar, Jawa Timur",16,1,B,TTK,BBTN,839,1019,F
2305G,C,"Pembangunan pagar lapangan sananwetan, perencanaan, termin 100% pengawasan",6,2018,225098000,152.7,PEMDA,"Jl. Legundi 1-21, Sananwetan, Kec. Sananwetan, Kota Blitar, Jawa Timur 66137",21,1,B,TTK,BTN,839,1001,G
2001H,C,Gedung TK tunas patria kelurahan sananwetan,6,2015,149300000,518.56,PEMDA,"Blitar, Sananwetan, Kec. Sananwetan, Kota Blitar, Jawa Timur 66137",21,1,B,TTK,BTN,839,1003,H
2001I,C,Gedung TK tunas patria kelurahan sananwetan,6,2015,149300000,40,PEMDA,"Blitar, Sananwetan, Kec. Sananwetan, Kota Blitar, Jawa Timur 66137",21,1,B,TTK,BTN,839,1003,I
1929J,C,Gapura makam karanglo,2,2015,138800000,9.46,PEMDA,"Jl. Sumatra 73-93, Sananwetan, Kec. Sananwetan, Kota Blitar, Jawa Timur 66137",21,1,B,TTK,BTN,839,1001,J
2238K,C,Pembangunan gapuro di lingkungan perum melati,3,2017,195160300,99.36,PEMDA,"Jl. Wijayakusuma, Kepanjen Kidul, Kec. Kepanjenkidul, Kota Blitar, Jawa Timur 66117",10,2,B,BTK,BTN,839,1001,K
1886L,C,BPR ARTHA PRAJA,4,2014,179060000,103.85,PEMDA,"Jl. Mastrip , Kepanjen Kidul, Kec. Kepanjenkidul, Kota Blitar, Jawa Timur 66117",10,2,RR,TTK,BTN,839,1003,L
2087M,C,MCK RTH SENTUL,1,2016,300569000,89.1,PEMDA,"Blitar, Sentul, Kec. Kepanjenkidul, Kota Blitar, Jawa Timur 66113",13,2,B,TTK,BTN,839,1002,M
2088N,C,MCK RTH BENDOGERIT,2,2016,291846000,74.4,PEMDA,"Bendogerit, Kota Blitar, Jawa Timur",15,1,B,TTK,BTN,839,1002,N
2088O,C,"Perencanaan reklas dr KDP th 2018 (42.582.000), studi kelayakan relokasi kantor Kelurahan Karangtengah(49.720.000) pembangunan gedung kantor Kelurahan Krangtengah",2,2019,2454941700,588.22,PEMDA,"Jl. Sumba , Sananwetan, Kec. Sananwetan, Kota Blitar, Jawa Timur 66137",21,1,B,TTK,BTN,839,1002,O
2088P,C,"Perencanaan reklas dr KDP th 2018 (42.582.000), studi kelayakan relokasi kantor Kelurahan Karangtengah(49.720.000) pembangunan gedung kantor Kelurahan Krangtengah",2,2019,2454941700,163.84,PEMDA,"Jl. Sumba , Sananwetan, Kec. Sananwetan, Kota Blitar, Jawa Timur 66137",21,1,B,TTK,BTN,839,1002,P
2646Q,C,Pembangunan gapura kota di Kel.Klampok,1,2019,198342000,9,PEMDA,"Jl. Halmahera No.151, Jatinom, Kec. Kanigoro, Kabupaten Blitar, Jawa Timur 66171",18,1,B,TTK,BTN,839,1052,Q
2098R,C,MCK AGROWISATA KARANGSARI,4,2016,203370000,28.59,PEMDA,"Jl. Jeruk 1, Karangsari, Kec. Sukorejo, Kota Blitar, Jawa Timur 67125",2,3,B,TTK,BTN,839,1002,R
1772S,C,Gedung Kantor,2,1960,17360000,1519.65,PEMDA,"Jl. Kep. Seribu, Sananwetan, Kec. Sananwetan, Kota Blitar, Jawa Timur 66137",21,1,B,TTK,BTN,839,1003,S
2645T,C,Penataan tempat parkir dinas PUPR,2,2019,108633600,546.32,PEMDA,"Jl. Kep. Seribu, Sananwetan, Kec. Sananwetan, Kota Blitar, Jawa Timur 66137",21,1,B,TTK,BTN,839,8627,T
2258U,C,Perencanaan RTH eks kantor BLH (5.2.2)reklas dr KDP th perolehan 2015,1,2017,42900000,446.32,PEMDA,"Jl. Kep. Seribu, Sananwetan, Kec. Sananwetan, Kota Blitar, Jawa Timur 66137",21,1,B,TTK,BTN,839,1029,U
1683V,C,IPAL Kamunal Kelurahan Kauman,1,2011,444400000,60.72,PEMDA,"Blitar, Kec. Kepanjenkidul, Kota Blitar, Jawa Timur 66117",9,2,B,TTK,BTN,839,1031,V
1931W,C,IPAL Kamunal Kelurahan Kepanjenkidul,5,2015,393720000,158.8,PEMDA,"Jalan Kaca Piring RT.03 RW.14, Kelurahan Kepanjen Kidul, Kecamatan Kepanjen Kidul, Kepanjen Kidul, Kec. Kepanjenkidul, Kota Blitar, Jawa Timur 66117",10,2,RB,TTK,BTN,839,1003,W
2226X,C,Pembangunan rumah negara Jl.Jawa Kota Blitar,7,2017,206332000,403.192,PEMDA,"Jl. Jawa, Sananwetan, Kec. Sananwetan, Kota Blitar, Jawa Timur 66137",21,2,B,TTK,BTN,839,1003,X
1811Y,C,Pagar/Gapura Jl.Maluku,3,2013,129800000,253.7,PEMDA,"Jl. Maluku, Kec. Sananwetan, Kota Blitar, Jawa Timur 66137",21,2,B,TTK,BTN,839,1003,Y
1811Z,C,Kontruksi pembuatan taman kantor Dinas PU,3,2014,153500000,88.3,PEMDA,"Jl. Kep. Seribu, Sananwetan, Kec. Sananwetan, Kota Blitar, Jawa Timur 66137",21,2,B,TTK,BTN,839,1003,Z
1811AA,C,Pembangunan Mushola di di kantor Dinas PU dan perumahan Kota Blitar,3,2015,177558000,103,PEMDA,"Jl. Kep. Seribu, Sananwetan, Kec. Sananwetan, Kota Blitar, Jawa Timur 66137",21,2,B,TTK,BTN,839,1003,AA
2239AB,C,Pembangunan gapuro batas kota,4,2017,228498000,20.06,PEMDA,"Jl. Bengawan Solo, Tanjungsari, Kec. Sukorejo, Kota Blitar, Jawa Timur 67122",5,3,B,TTK,BTN,839,1001,AB
1379A,C,Bangunan Gedung RSD,1,2006,14992173000,8731.22,PEMDA,Jl. Kalimantan No.113. Karangtengah. Kec. Sananwetan. Kota Blitar. Jawa Timur 66137,17,1,B,BTK,BTN,838,1081,A
1379B,C,Bangunan Gedung RSD,1,2006,14992173000,4375.62,PEMDA,Jl. Kalimantan No.113. Karangtengah. Kec. Sananwetan. Kota Blitar. Jawa Timur 66137,17,1,B,BTK,BTN,838,1081,B
1379C,C,Perencanaan dr KDP ( 49.600.000.-) th 2018. pengawasan (49.770.050.-)th 2019 Bangunan Pendukung Layanan RS Ruang Hemodialisa ( 985.041.799.48.-),1,2010,14779654395,577.8,PEMDA,Jl. Kalimantan No.113. Karangtengah. Kec. Sananwetan. Kota Blitar. Jawa Timur 66137,17,1,B,TTK,BTN,838,1081,C
1379E,C,Gedung RSD Mardi Waluyo,1,2010,14779654395,1284.8,-,Jl. Kalimantan No.113. Karangtengah. Kec. Sananwetan. Kota Blitar. Jawa Timur 66137,0,0,B,TTK,BTN,838,1081,E
1379F,C,Gedung Induk Puskesmas  Pembantu Bendil,1,2010,8468999200,13292.51,PEMDA,Jl. Kalimantan No.113. Karangtengah. Kec. Sananwetan. Kota Blitar. Jawa Timur 66137,17,1,B,BTK,BTN,838,1081,F
2115G,C,Dapur Gizi,1,2015,167520000,953,PEMDA,Jl. Kalimantan No.113. Karangtengah. Kec. Sananwetan. Kota Blitar. Jawa Timur 66137,17,1,B,TTK,BTN,838,1008,G
1932H,C,GUDANG,2,2016,976105517,249.85,PEMDA,Jl. Kalimantan No.113. Karangtengah. Kec. Sananwetan. Kota Blitar. Jawa Timur 66137,17,1,B,TTK,BTN,838,1081,H
1932I,C,RS MARDI WALUYO LOUNDRY,2,0,0,0,-,Jl. Kalimantan No.113. Karangtengah. Kec. Sananwetan. Kota Blitar. Jawa Timur 66137,0,0,B,TTK,BTN,838,1081,I
1932J,C,Pembakaran sampah medis,2,2011,1228992000,30,PEMDA,Jl. Kalimantan No.113. Karangtengah. Kec. Sananwetan. Kota Blitar. Jawa Timur 66137,17,1,B,TTK,BTN,838,1081,J
1932K,C,Perencanaan dan Pengawasan Gedung RSD Mardi Waluyo,2,2011,3097460000,547.44,PEMDA,Jl. Kalimantan No.113. Karangtengah. Kec. Sananwetan. Kota Blitar. Jawa Timur 66137,17,1,B,BTK,BTN,838,1081,K
1932L,C,Suplay Air Bersih,2,2011,337415000,0,PEMDA,Jl. Kalimantan No.113. Karangtengah. Kec. Sananwetan. Kota Blitar. Jawa Timur 66137,17,1,B,TTK,BTN,838,1081,L
1680M,C,BANGUNAN IPAL,1,2011,3837870000,213.5,PEMDA,Jl. Kalimantan No.113. Karangtengah. Kec. Sananwetan. Kota Blitar. Jawa Timur 66137,17,1,B,TTK,BTN,838,1031,M
1680N,C,Sekat Ruang Pos Satpam,1,2017,9318750,43.55,PEMDA,Jl. Kalimantan No.113. Karangtengah. Kec. Sananwetan. Kota Blitar. Jawa Timur 66137,17,1,B,TTK,BTN,838,1031,N
1375O,C,RUMAH DINAS JALAN Dr. SUTOMO,1,1990,62700000,211.63,PEMDA,Jl. Dr. Soetomo No.29. Bendogerit. Kec. Sananwetan. Kota Blitar. Jawa Timur 66137,17,1,B,TTK,BTN,838,1022,O
1377P,C,RUMAH DINAS JALAN MURADI,2,1990,111800000,495.62,PEMDA,Jl. Muradi No.34. Sananwetan. Kec. Sananwetan. Kota Blitar. Jawa Timur 66137,15,1,B,TTK,BTN,838,1022,P
2116Q,C,TEMPAT PARKIR,3,2016,312170590,246.45,PEMDA,Jl. Kalimantan No.113. Karangtengah. Kec. Sananwetan. Kota Blitar. Jawa Timur 66137,21,1,B,TTK,BTN,838,1001,Q
2117R,C,PAGAR RUMAH SAKIT,4,2016,267594000,147.5,-,Jl. Kalimantan No.113. Karangtengah. Kec. Sananwetan. Kota Blitar. Jawa Timur 66137,0,0,B,TTK,BTN,838,1001,R
2117S,C,Perencanaan. pengawasan  Area Parkir selatan dan utara belakang,4,2017,390584000,198,PEMDA,Jl. Kalimantan No.113. Karangtengah. Kec. Sananwetan. Kota Blitar. Jawa Timur 66137,17,1,B,TTK,BTN,838,1001,S
2117T,C,RSU MARDI WALUYO,4,0,0,0,-,Jl. Kalimantan No.113. Karangtengah. Kec. Sananwetan. Kota Blitar. Jawa Timur 66137,0,0,-,-,-,838,1001,T
2117U,C,Perencanaan. pengawasan  Area Parkir selatan dan utara belakang,4,2017,390584000,52.5,-,Jl. Kalimantan No.113. Karangtengah. Kec. Sananwetan. Kota Blitar. Jawa Timur 66137,0,0,B,TTK,BBTN,838,1001,U
2086V,C,Kanopi,2,2016,54493617,24,PEMDA,Jl. Kalimantan No.113. Karangtengah. Kec. Sananwetan. Kota Blitar. Jawa Timur 66137,17,1,B,TTK,BBTN,838,1001,V
1700A,C,GEDUNG POL PP,1,2011,418200000,552.42,PEMDA,Jl. Kalimantan No.113. Karangtengah. Kec. Sananwetan. Kota Blitar. Jawa Timur 66137,17,1,B,TTK,BTN,845,1003,A
2222B,C,Pembangunan Gedung Kantor SatPolPP,3,2017,1811392476,365.25,PEMDA,Jl. Kalimantan No.113. Karangtengah. Kec. Sananwetan. Kota Blitar. Jawa Timur 66137,17,1,B,TTK,BTN,845,1003,B
2618C,C,Gedung Mushola Kantor satuan polisi pamong Praja Kota Blitar,1,2019,207138000,91.4,PEMDA,Jl. Kalimantan No.113. Karangtengah. Kec. Sananwetan. Kota Blitar. Jawa Timur 66137,17,1,B,TTK,BTN,845,1014,C
1342A,C,GEDUNG SEKRETARIAT DPRD,2,1990,454984500,1009.17,PEMDA,"Jl. Jenderal Ahmad Yani No.19, Sananwetan, Kec. Sananwetan, Kota Blitar, Jawa Timur 66137",21,1,B,BTK,BTN,849,1003,A
1341B,C,GEDUNG DPRD,1,1990,379250000,1108.1,PEMDA,"Jl. Jenderal Ahmad Yani No.19, Sananwetan, Kec. Sananwetan, Kota Blitar, Jawa Timur 66137",21,1,B,BTK,BTN,849,1003,B
1970C,C,PINTU PAGAR,2,2015,147891000,110.15,PEMDA,"Jl. Jenderal Ahmad Yani No.19, Sananwetan, Kec. Sananwetan, Kota Blitar, Jawa Timur 66137",21,1,B,TTK,BTN,849,1008,C
1969D,C,PENGASPALAN HALAMAN KANTOR,1,2015,1863210000,0,PEMDA,"Jl. Jenderal Ahmad Yani No.19, Sananwetan, Kec. Sananwetan, Kota Blitar, Jawa Timur 66137",21,1,B,TTK,BBTN,849,1008,D
1773E,C,TEMPAT PARKIR,1,2013,70575000,294.3,PEMDA,"Jl. Jenderal Ahmad Yani No.19, Sananwetan, Kec. Sananwetan, Kota Blitar, Jawa Timur 66137",21,1,B,TTK,BBTN,849,8627,E
1773F,C,RUMAH DINAS,1,1990,96500000,290.14,PEMDA,Jl. Cokroaminoto No.34 Blitar,11,2,B,TTK,BTN,849,8627,F
2099AM,C,Untuk alokasi dana AM masih bergabung dengan AH,1,2014,555485300,1248.79,PEMDA,"Jl. Kelud No.125, Kepanjen Lor, Kec. Kepanjenkidul, Kota Blitar, Jawa Timur 66117",11,2,B,TTK,BBTN,911,1021,AM
1381A,C,Puskemas Pembantu Ngadirejo,1,1990,28800000,131.69,PEMDA,"Ngadirejo, Kec. Kepanjenkidul, Kota Blitar, Jawa Timur",12,2,B,TTK,BTN,982,1023,A
1384B,C,Puskesmas Pembantu Sentul/ Jatimalang,5,1990,224000000,165.61,PEMDA,"Jl. Trowulan, Sentul, Kec. Kepanjenkidul, Kota Blitar, Jawa Timur ",13,2,B,TTK,BTN,982,1023,B
1384C,C,Rehabilitasi Rumah Dinas Pustu Jatimalang (Paramedis),5,2013,98109000,185,PEMDA,"Jl. Trowulan, Sentul, Kec. Kepanjenkidul, Kota Blitar, Jawa Timur",13,2,B,TTK,BTN,982,1023,C
1384D,C,Bangunan Kesehatan (DAK) Pustu Rumah Dinas Pustu,5,2007,2214314000,145.5,PEMDA,"Jl. Trowulan, Sentul, Kec. Kepanjenkidul, Kota Blitar, Jawa Timur",13,2,B,TTK,BTN,982,1023,D
2376E,C,"Biaya perencanaan, pembangunan, pengawasan dan honor pembangunan Pustu Kauman",2,2018,425990098,135.64,PEMDA,"Jl. Anjasmoro 63-73, Kauman, Kec. Kepanjenkidul, Kota Blitar, Jawa Timur ",9,2,B,TTK,BTN,982,1025,E
1380F,C,Puskesmas Pembantu Bendo,1,1990,276920000,446.5,PEMDA,"Jl. Serayu 100-92, Bendo, Kec. Kepanjenkidul, Kota Blitar, Jawa Timur ",8,2,B,TTK,BTN,982,1089,F
1380G,C,Rehabilitasi POSKESDES Bendo,1,2013,97990000,50,-,"Jl. Serayu 100-92, Bendo, Kec. Kepanjenkidul, Kota Blitar, Jawa Timur",8,2,B,TTK,BTN,982,1089,G
1380H,C,Rehabilitasi Rumah Dinas Pustu Kepanjenkidul,1,2013,99120000,243.99,-,"Jl. Wijayakusuma 11, Kepanjen Kidul, Kec. Kepanjenkidul, Kota Blitar, Jawa Timur ",10,2,B,TTK,BTN,982,1089,H
1333I,C,Gedung Induk Utama UPTD Kes Kep Kidul,6,2006,1115155740,761.2,PEMDA,"Jl. Ciliwung No.178, Tanggung, Kec. Kepanjenkidul, Kota Blitar, Jawa Timur",14,2,B,BTK,BTN,982,1023,I
1333J,C,Gedung Paviliun Sebelah Utara,6,1990,867731000,676.78,PEMDA,"Jl. Ciliwung No.178, Tanggung, Kec. Kepanjenkidul, Kota Blitar, Jawa Timur",14,2,B,TTK,BTN,982,1023,J
1333K,C,UPTD Kesehatan Kepanjenkidul,6,2008,2514350,324,PEMDA,"Jl. Ciliwung No.178, Tanggung, Kec. Kepanjenkidul, Kota Blitar, Jawa Timur",14,2,B,TTK,BTN,982,1023,K
1333L,C,"Bangunan (lanjutan) Pustu Tanggung Door Loop Pagar Keliling, Paving dan Tandon Air",6,2007,226557760,803.19,PEMDA,"Jl. Ciliwung No.178, Tanggung, Kec. Kepanjenkidul, Kota Blitar, Jawa Timur",14,2,B,TTK,BTN,982,1023,L
1333M,C,"Bangunan (lanjutan) Pustu Tanggung Door Loop Pagar Keliling, Paving dan Tandon Air",6,2007,226557760,56.72,PEMDA,"Jl. Ciliwung No.178, Tanggung, Kec. Kepanjenkidul, Kota Blitar, Jawa Timur",14,2,B,TTK,BTN,982,1023,M
1333N,C,Instalasi Pengolahan Air Limbah Puskesmas Kepanjenkidul,6,2013,464037000,20.16,PEMDA,"Jl. Ciliwung No.178, Tanggung, Kec. Kepanjenkidul, Kota Blitar, Jawa Timur",14,2,B,TTK,BTN,982,1023,N
1333O,C,Pembangunan gedung PONED Puskesmas,6,2012,752339000,276,PEMDA,"Jl. Ciliwung No.178, Tanggung, Kec. Kepanjenkidul, Kota Blitar, Jawa Timur",14,2,B,TTK,BTN,982,1023,O
1335P,C,Kantin,1,2008,313535401,115.2,PEMDA,"Jl. Ciliwung No.178, Tanggung, Kec. Kepanjenkidul, Kota Blitar, Jawa Timur",14,2,B,TTK,BTN,982,1025,P
1335Q,C,"Gedung Koperasi, Kantin, Garasi Ambulance PKM Kepanjenkidul",1,2008,313535401,102.06,PEMDA,"Jl. Ciliwung No.178, Tanggung, Kec. Kepanjenkidul, Kota Blitar, Jawa Timur",14,2,B,TTK,BTN,982,1025,Q
1335R,C,Musholla UPTD Kesehatan Kepanjenkidul,1,2008,110560000,49.5,PEMDA,"Jl. Ciliwung No.178, Tanggung, Kec. Kepanjenkidul, Kota Blitar, Jawa Timur",14,2,B,TTK,BTN,982,1025,R
1335S,C,Pos Satpam UPTD Kesehatan Kepanjenkidul,1,2008,26300000,16.38,PEMDA,"Jl. Ciliwung No.178, Tanggung, Kec. Kepanjenkidul, Kota Blitar, Jawa Timur",14,2,B,TTK,BTN,982,1025,S
1335T,C,Tempat parkir Sepeda Motor UPTD Kesehatan Kepanjenkidul,1,2008,64800000,66,PEMDA,"Jl. Ciliwung No.178, Tanggung, Kec. Kepanjenkidul, Kota Blitar, Jawa Timur",14,2,B,TTK,BBTN,982,1025,T
1383U,C,Gedung Rawat Inap Sebelah Timur UPTD Kesehatan Kepanjenkidul,4,1990,147840000,263.5,PEMDA,"Jl. Ciliwung No.178, Tanggung, Kec. Kepanjenkidul, Kota Blitar, Jawa Timur",14,2,RR,BTK,BTN,982,1023,U
1383V,C,Pembangunan ruang poli paru Puskesmas Kepanjenkidul,4,2011,156651000,60.13,PEMDA,"Jl. Ciliwung No.178, Tanggung, Kec. Kepanjenkidul, Kota Blitar, Jawa Timur",14,2,B,TTK,BTN,982,1023,V
1383W,C,Gedung Kantor,4,2009,3658630364,159,PEMDA,"Jl. Ciliwung No.178, Tanggung, Kec. Kepanjenkidul, Kota Blitar, Jawa Timur",14,2,B,TTK,BTN,982,1023,W
2025X,C,Tempat Parkir Pengunjung,1,2016,47845000,82.5,PEMDA,"Jl. Ciliwung No.178, Tanggung, Kec. Kepanjenkidul, Kota Blitar, Jawa Timur",14,2,B,TTK,BBTN,982,8627,X
2025Y,C,Taman UPTD Kesehatan Kepanjenkidul,1,2014,16250000,952.77,PEMDA,"Jl. Ciliwung No.178, Tanggung, Kec. Kepanjenkidul, Kota Blitar, Jawa Timur",14,2,B,TTK,BBTN,982,8627,Y
2134Z,C,Tempat parkir karayawan dan tempat parkir ambulan,2,2017,61720000,223.33,PEMDA,"Jl. Ciliwung No.178, Tanggung, Kec. Kepanjenkidul, Kota Blitar, Jawa Timur",14,2,B,TTK,BBTN,982,8627,Z
2134AA,C,Door Loop Lanjutan,2,2008,325812000,54,PEMDA,"Jl. Ciliwung No.178, Tanggung, Kec. Kepanjenkidul, Kota Blitar, Jawa Timur",14,2,B,TTK,BTN,982,8627,AA
